PassengerId,Name,Sex,Age,Survived,Pclass,Ticket,Fare,Surname,Apellidos,Title
281,"Duane, Mr. Frank",1,65.0,0,3,336439,7.75,Duane,1,2
282,"Olsson, Mr. Nils Johan Goransson",1,28.0,0,3,347464,7.8542,Olsson,2,2
283,"de Pelsmaeker, Mr. Alfons",1,16.0,0,3,345778,9.5,de Pelsmaeker,1,2
284,"Dorking, Mr. Edward Arthur",1,19.0,1,3,A/5. 10482,8.05,Dorking,1,2
285,"Smith, Mr. Richard William",1,29.69911764705882,0,1,113056,26.0,Smith,3,2
286,"Stankovic, Mr. Ivan",1,33.0,0,3,349239,8.6625,Stankovic,1,2
287,"de Mulder, Mr. Theodore",1,30.0,1,3,345774,9.5,de Mulder,1,2
288,"Naidenoff, Mr. Penko",1,22.0,0,3,349206,7.8958,Naidenoff,1,2
289,"Hosono, Mr. Masabumi",1,42.0,1,2,237798,13.0,Hosono,1,2
290,"Connolly, Miss. Kate",0,22.0,1,3,370373,7.75,Connolly,1,1
291,"Barber, Miss. Ellen ""Nellie""",0,26.0,1,1,19877,78.85,Barber,1,1
292,"Bishop, Mrs. Dickinson H (Helen Walton)",0,19.0,1,1,11967,91.0792,Bishop,2,3
293,"Levy, Mr. Rene Jacques",1,36.0,0,2,SC/Paris 2163,12.875,Levy,1,2
294,"Haas, Miss. Aloisia",0,24.0,0,3,349236,8.85,Haas,1,1
295,"Mineff, Mr. Ivan",1,24.0,0,3,349233,7.8958,Mineff,1,2
296,"Lewy, Mr. Ervin G",1,29.69911764705882,0,1,PC 17612,27.7208,Lewy,1,2
297,"Hanna, Mr. Mansour",1,23.5,0,3,2693,7.2292,Hanna,1,2
298,"Allison, Miss. Helen Loraine",0,2.0,0,1,113781,151.55,Allison,3,1
299,"Saalfeld, Mr. Adolphe",1,29.69911764705882,1,1,19988,30.5,Saalfeld,1,2
300,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,50.0,1,1,PC 17558,247.5208,Baxter,2,3
301,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,29.69911764705882,1,3,9234,7.75,Kelly,3,1
302,"McCoy, Mr. Bernard",1,29.69911764705882,1,3,367226,23.25,McCoy,2,2
303,"Johnson, Mr. William Cahoone Jr",1,19.0,0,3,LINE,0.0,Johnson,3,2
304,"Keane, Miss. Nora A",0,29.69911764705882,1,2,226593,12.35,Keane,2,1
305,"Williams, Mr. Howard Hugh ""Harry""",1,29.69911764705882,0,3,A/5 2466,8.05,Williams,3,2
306,"Allison, Master. Hudson Trevor",1,0.92,1,1,113781,151.55,Allison,3,0
307,"Fleming, Miss. Margaret",0,29.69911764705882,1,1,17421,110.8833,Fleming,1,1
308,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",0,17.0,1,1,PC 17758,108.9,Penasco y Castellana,2,3
309,"Abelson, Mr. Samuel",1,30.0,0,2,P/PP 3381,24.0,Abelson,2,2
310,"Francatelli, Miss. Laura Mabel",0,30.0,1,1,PC 17485,56.9292,Francatelli,1,1
311,"Hays, Miss. Margaret Bechstein",0,24.0,1,1,11767,83.1583,Hays,2,1
312,"Ryerson, Miss. Emily Borie",0,18.0,1,1,PC 17608,262.375,Ryerson,2,1
313,"Lahtinen, Mrs. William (Anna Sylfven)",0,26.0,0,2,250651,26.0,Lahtinen,1,3
314,"Hendekovic, Mr. Ignjac",1,28.0,0,3,349243,7.8958,Hendekovic,1,2
315,"Hart, Mr. Benjamin",1,43.0,0,2,F.C.C. 13529,26.25,Hart,3,2
316,"Nilsson, Miss. Helmina Josefina",0,26.0,1,3,347470,7.8542,Nilsson,1,1
317,"Kantor, Mrs. Sinai (Miriam Sternin)",0,24.0,1,2,244367,26.0,Kantor,2,3
318,"Moraweck, Dr. Ernest",1,54.0,0,2,29011,14.0,Moraweck,1,4
319,"Wick, Miss. Mary Natalie",0,31.0,1,1,36928,164.8667,Wick,2,1
320,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",0,40.0,1,1,16966,134.5,Spedden,1,3
321,"Dennis, Mr. Samuel",1,22.0,0,3,A/5 21172,7.25,Dennis,1,2
322,"Danoff, Mr. Yoto",1,27.0,0,3,349219,7.8958,Danoff,1,2
323,"Slayter, Miss. Hilda Mary",0,30.0,1,2,234818,12.35,Slayter,1,1
324,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",0,22.0,1,2,248738,29.0,Caldwell,2,3
325,"Sage, Mr. George John Jr",1,29.69911764705882,0,3,CA. 2343,69.55,Sage,3,2
326,"Young, Miss. Marie Grice",0,36.0,1,1,PC 17760,135.6333,Young,1,1
327,"Nysveen, Mr. Johan Hansen",1,61.0,0,3,345364,6.2375,Nysveen,1,2
328,"Ball, Mrs. (Ada E Hall)",0,36.0,1,2,28551,13.0,Ball,1,3
329,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",0,31.0,1,3,363291,20.525,Goldsmith,3,3
330,"Hippach, Miss. Jean Gertrude",0,16.0,1,1,111361,57.9792,Hippach,2,1
331,"McCoy, Miss. Agnes",0,29.69911764705882,1,3,367226,23.25,McCoy,2,1
332,"Partner, Mr. Austen",1,45.5,0,1,113043,28.5,Partner,1,2
333,"Graham, Mr. George Edward",1,38.0,0,1,PC 17582,153.4625,Graham,3,2
334,"Vander Planke, Mr. Leo Edmondus",1,16.0,0,3,345764,18.0,Vander Planke,3,2
335,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",0,29.69911764705882,1,1,PC 17611,133.65,Frauenthal,2,3
336,"Denkoff, Mr. Mitto",1,29.69911764705882,0,3,349225,7.8958,Denkoff,1,2
337,"Pears, Mr. Thomas Clinton",1,29.0,0,1,113776,66.6,Pears,2,2
338,"Burns, Miss. Elizabeth Margaret",0,41.0,1,1,16966,134.5,Burns,1,1
339,"Dahl, Mr. Karl Edwart",1,45.0,1,3,7598,8.05,Dahl,1,2
340,"Blackwell, Mr. Stephen Weart",1,45.0,0,1,113784,35.5,Blackwell,1,2
341,"Navratil, Master. Edmond Roger",1,2.0,1,2,230080,26.0,Navratil,3,0
342,"Fortune, Miss. Alice Elizabeth",0,24.0,1,1,19950,263.0,Fortune,3,1
343,"Collander, Mr. Erik Gustaf",1,28.0,0,2,248740,13.0,Collander,1,2
344,"Sedgwick, Mr. Charles Frederick Waddington",1,25.0,0,2,244361,13.0,Sedgwick,1,2
345,"Fox, Mr. Stanley Hubert",1,36.0,0,2,229236,13.0,Fox,1,2
346,"Brown, Miss. Amelia ""Mildred""",0,24.0,1,2,248733,13.0,Brown,3,1
347,"Smith, Miss. Marion Elsie",0,40.0,1,2,31418,13.0,Smith,3,1
348,"Davison, Mrs. Thomas Henry (Mary E Finck)",0,29.69911764705882,1,3,386525,16.1,Davison,1,3
349,"Coutts, Master. William Loch ""William""",1,3.0,1,3,C.A. 37671,15.9,Coutts,2,0
350,"Dimic, Mr. Jovan",1,42.0,0,3,315088,8.6625,Dimic,1,2
351,"Odahl, Mr. Nils Martin",1,23.0,0,3,7267,9.225,Odahl,1,2
352,"Williams-Lambert, Mr. Fletcher Fellows",1,29.69911764705882,0,1,113510,35.0,Williams-Lambert,1,2
353,"Elias, Mr. Tannous",1,15.0,0,3,2695,7.2292,Elias,3,2
354,"Arnold-Franchi, Mr. Josef",1,25.0,0,3,349237,17.8,Arnold-Franchi,2,2
355,"Yousif, Mr. Wazli",1,29.69911764705882,0,3,2647,7.225,Yousif,1,2
356,"Vanden Steen, Mr. Leo Peter",1,28.0,0,3,345783,9.5,Vanden Steen,1,2
357,"Bowerman, Miss. Elsie Edith",0,22.0,1,1,113505,55.0,Bowerman,1,1
358,"Funk, Miss. Annie Clemmer",0,38.0,0,2,237671,13.0,Funk,1,1
359,"McGovern, Miss. Mary",0,29.69911764705882,1,3,330931,7.8792,McGovern,1,1
360,"Mockler, Miss. Helen Mary ""Ellie""",0,29.69911764705882,1,3,330980,7.8792,Mockler,1,1
361,"Skoog, Mr. Wilhelm",1,40.0,0,3,347088,27.9,Skoog,3,2
362,"del Carlo, Mr. Sebastiano",1,29.0,0,2,SC/PARIS 2167,27.7208,del Carlo,1,2
363,"Barbara, Mrs. (Catherine David)",0,45.0,0,3,2691,14.4542,Barbara,2,3
364,"Asim, Mr. Adola",1,35.0,0,3,SOTON/O.Q. 3101310,7.05,Asim,1,2
365,"O'Brien, Mr. Thomas",1,29.69911764705882,0,3,370365,15.5,O'Brien,3,2
366,"Adahl, Mr. Mauritz Nils Martin",1,30.0,0,3,C 7076,7.25,Adahl,1,2
367,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",0,60.0,1,1,110813,75.25,Warren,1,3
368,"Moussa, Mrs. (Mantoura Boulos)",0,29.69911764705882,1,3,2626,7.2292,Moussa,1,3
369,"Jermyn, Miss. Annie",0,29.69911764705882,1,3,14313,7.75,Jermyn,1,1
370,"Aubart, Mme. Leontine Pauline",0,24.0,1,1,PC 17477,69.3,Aubart,1,4
371,"Harder, Mr. George Achilles",1,25.0,1,1,11765,55.4417,Harder,1,2
372,"Wiklund, Mr. Jakob Alfred",1,18.0,0,3,3101267,6.4958,Wiklund,1,2
373,"Beavan, Mr. William Thomas",1,19.0,0,3,323951,8.05,Beavan,1,2
374,"Ringhini, Mr. Sante",1,22.0,0,1,PC 17760,135.6333,Ringhini,1,2
375,"Palsson, Miss. Stina Viola",0,3.0,0,3,349909,21.075,Palsson,3,1
376,"Meyer, Mrs. Edgar Joseph (Leila Saks)",0,29.69911764705882,1,1,PC 17604,82.1708,Meyer,3,3
377,"Landergren, Miss. Aurora Adelia",0,22.0,1,3,C 7077,7.25,Landergren,1,1
378,"Widener, Mr. Harry Elkins",1,27.0,0,1,113503,211.5,Widener,1,2
379,"Betros, Mr. Tannous",1,20.0,0,3,2648,4.0125,Betros,1,2
380,"Gustafsson, Mr. Karl Gideon",1,19.0,0,3,347069,7.775,Gustafsson,3,2
381,"Bidois, Miss. Rosalie",0,42.0,1,1,PC 17757,227.525,Bidois,1,1
382,"Nakid, Miss. Maria (""Mary"")",0,1.0,1,3,2653,15.7417,Nakid,2,1
383,"Tikkanen, Mr. Juho",1,32.0,0,3,STON/O 2. 3101293,7.925,Tikkanen,1,2
384,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",0,35.0,1,1,113789,52.0,Holverson,2,3
385,"Plotcharsky, Mr. Vasil",1,29.69911764705882,0,3,349227,7.8958,Plotcharsky,1,2
386,"Davies, Mr. Charles Henry",1,18.0,0,2,S.O.C. 14879,73.5,Davies,3,2
387,"Goodwin, Master. Sidney Leonard",1,1.0,0,3,CA 2144,46.9,Goodwin,3,0
388,"Buss, Miss. Kate",0,36.0,1,2,27849,13.0,Buss,1,1
389,"Sadlier, Mr. Matthew",1,29.69911764705882,0,3,367655,7.7292,Sadlier,1,2
390,"Lehmann, Miss. Bertha",0,17.0,1,2,SC 1748,12.0,Lehmann,1,1
391,"Carter, Mr. William Ernest",1,36.0,1,1,113760,120.0,Carter,3,2
392,"Jansson, Mr. Carl Olof",1,21.0,1,3,350034,7.7958,Jansson,1,2
393,"Gustafsson, Mr. Johan Birger",1,28.0,0,3,3101277,7.925,Gustafsson,3,2
394,"Newell, Miss. Marjorie",0,23.0,1,1,35273,113.275,Newell,3,1
395,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",0,24.0,1,3,PP 9549,16.7,Sandstrom,2,3
396,"Johansson, Mr. Erik",1,22.0,0,3,350052,7.7958,Johansson,3,2
397,"Olsson, Miss. Elina",0,31.0,0,3,350407,7.8542,Olsson,2,1
398,"McKane, Mr. Peter David",1,46.0,0,2,28403,26.0,McKane,1,2
399,"Pain, Dr. Alfred",1,23.0,0,2,244278,10.5,Pain,1,4
400,"Trout, Mrs. William H (Jessie L)",0,28.0,1,2,240929,12.65,Trout,1,3
401,"Niskanen, Mr. Juha",1,39.0,1,3,STON/O 2. 3101289,7.925,Niskanen,1,2
402,"Adams, Mr. John",1,26.0,0,3,341826,8.05,Adams,1,2
403,"Jussila, Miss. Mari Aina",0,21.0,0,3,4137,9.825,Jussila,3,1
404,"Hakkarainen, Mr. Pekka Pietari",1,28.0,0,3,STON/O2. 3101279,15.85,Hakkarainen,2,2
405,"Oreskovic, Miss. Marija",0,20.0,0,3,315096,8.6625,Oreskovic,2,1
406,"Gale, Mr. Shadrach",1,34.0,0,2,28664,21.0,Gale,1,2
407,"Widegren, Mr. Carl/Charles Peter",1,51.0,0,3,347064,7.75,Widegren,1,2
408,"Richards, Master. William Rowe",1,3.0,1,2,29106,18.75,Richards,3,0
409,"Birkeland, Mr. Hans Martin Monsen",1,21.0,0,3,312992,7.775,Birkeland,1,2
410,"Lefebre, Miss. Ida",0,29.69911764705882,0,3,4133,25.4667,Lefebre,3,1
411,"Sdycoff, Mr. Todor",1,29.69911764705882,0,3,349222,7.8958,Sdycoff,1,2
412,"Hart, Mr. Henry",1,29.69911764705882,0,3,394140,6.8583,Hart,3,2
413,"Minahan, Miss. Daisy E",0,33.0,1,1,19928,90.0,Minahan,2,1
414,"Cunningham, Mr. Alfred Fleming",1,29.69911764705882,0,2,239853,0.0,Cunningham,1,2
415,"Sundman, Mr. Johan Julian",1,44.0,1,3,STON/O 2. 3101269,7.925,Sundman,1,2
416,"Meek, Mrs. Thomas (Annie Louise Rowley)",0,29.69911764705882,0,3,343095,8.05,Meek,1,3
417,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",0,34.0,1,2,28220,32.5,Drew,1,3
418,"Silven, Miss. Lyyli Karoliina",0,18.0,1,2,250652,13.0,Silven,1,1
419,"Matthews, Mr. William John",1,30.0,0,2,28228,13.0,Matthews,1,2
420,"Van Impe, Miss. Catharina",0,10.0,0,3,345773,24.15,Van Impe,3,1
421,"Gheorgheff, Mr. Stanio",1,29.69911764705882,0,3,349254,7.8958,Gheorgheff,1,2
422,"Charters, Mr. David",1,21.0,0,3,A/5. 13032,7.7333,Charters,1,2
423,"Zimmerman, Mr. Leo",1,29.0,0,3,315082,7.875,Zimmerman,1,2
424,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",0,28.0,0,3,347080,14.4,Danbom,2,3
425,"Rosblom, Mr. Viktor Richard",1,18.0,0,3,370129,20.2125,Rosblom,2,2
426,"Wiseman, Mr. Phillippe",1,29.69911764705882,0,3,A/4. 34244,7.25,Wiseman,1,2
427,"Clarke, Mrs. Charles V (Ada Maria Winfield)",0,28.0,1,2,2003,26.0,Clarke,1,3
428,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",0,19.0,1,2,250655,26.0,Phillips,1,1
429,"Flynn, Mr. James",1,29.69911764705882,0,3,364851,7.75,Flynn,3,2
430,"Pickard, Mr. Berk (Berk Trembisky)",1,32.0,1,3,SOTON/O.Q. 392078,8.05,Pickard,1,2
431,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",1,28.0,1,1,110564,26.55,Bjornstrom-Steffansson,1,2
432,"Thorneycroft, Mrs. Percival (Florence Kate White)",0,29.69911764705882,1,3,376564,16.1,Thorneycroft,2,3
433,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",0,42.0,1,2,SC/AH 3085,26.0,Louch,1,3
434,"Kallio, Mr. Nikolai Erland",1,17.0,0,3,STON/O 2. 3101274,7.125,Kallio,1,2
435,"Silvey, Mr. William Baird",1,50.0,0,1,13507,55.9,Silvey,2,2
436,"Carter, Miss. Lucile Polk",0,14.0,1,1,113760,120.0,Carter,3,1
437,"Ford, Miss. Doolina Margaret ""Daisy""",0,21.0,0,3,W./C. 6608,34.375,Ford,3,1
438,"Richards, Mrs. Sidney (Emily Hocking)",0,24.0,1,2,29106,18.75,Richards,3,3
439,"Fortune, Mr. Mark",1,64.0,0,1,19950,263.0,Fortune,3,2
440,"Kvillner, Mr. Johan Henrik Johannesson",1,31.0,0,2,C.A. 18723,10.5,Kvillner,1,2
441,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",0,45.0,1,2,F.C.C. 13529,26.25,Hart,3,3
442,"Hampe, Mr. Leon",1,20.0,0,3,345769,9.5,Hampe,1,2
443,"Petterson, Mr. Johan Emil",1,25.0,0,3,347076,7.775,Petterson,1,2
444,"Reynaldo, Ms. Encarnacion",0,28.0,1,2,230434,13.0,Reynaldo,1,4
445,"Johannesen-Bratthammer, Mr. Bernt",1,29.69911764705882,1,3,65306,8.1125,Johannesen-Bratthammer,1,2
446,"Dodge, Master. Washington",1,4.0,1,1,33638,81.8583,Dodge,1,0
447,"Mellinger, Miss. Madeleine Violet",0,13.0,1,2,250644,19.5,Mellinger,2,1
448,"Seward, Mr. Frederic Kimber",1,34.0,1,1,113794,26.55,Seward,1,2
449,"Baclini, Miss. Marie Catherine",0,5.0,1,3,2666,19.2583,Baclini,3,1
450,"Peuchen, Major. Arthur Godfrey",1,52.0,1,1,113786,30.5,Peuchen,1,4
451,"West, Mr. Edwy Arthur",1,36.0,0,2,C.A. 34651,27.75,West,3,2
452,"Hagland, Mr. Ingvald Olai Olsen",1,29.69911764705882,0,3,65303,19.9667,Hagland,2,2
453,"Foreman, Mr. Benjamin Laventall",1,30.0,0,1,113051,27.75,Foreman,1,2
454,"Goldenberg, Mr. Samuel L",1,49.0,1,1,17453,89.1042,Goldenberg,2,2
455,"Peduzzi, Mr. Joseph",1,29.69911764705882,0,3,A/5 2817,8.05,Peduzzi,1,2
456,"Jalsevac, Mr. Ivan",1,29.0,1,3,349240,7.8958,Jalsevac,1,2
457,"Millet, Mr. Francis Davis",1,65.0,0,1,13509,26.55,Millet,1,2
458,"Kenyon, Mrs. Frederick R (Marion)",0,29.69911764705882,1,1,17464,51.8625,Kenyon,1,3
459,"Toomey, Miss. Ellen",0,50.0,1,2,F.C.C. 13531,10.5,Toomey,1,1
460,"O'Connor, Mr. Maurice",1,29.69911764705882,0,3,371060,7.75,O'Connor,1,2
461,"Anderson, Mr. Harry",1,48.0,1,1,19952,26.55,Anderson,1,2
462,"Morley, Mr. William",1,34.0,0,3,364506,8.05,Morley,2,2
463,"Gee, Mr. Arthur H",1,47.0,0,1,111320,38.5,Gee,1,2
464,"Milling, Mr. Jacob Christian",1,48.0,0,2,234360,13.0,Milling,1,2
465,"Maisner, Mr. Simon",1,29.69911764705882,0,3,A/S 2816,8.05,Maisner,1,2
466,"Goncalves, Mr. Manuel Estanslas",1,38.0,0,3,SOTON/O.Q. 3101306,7.05,Goncalves,1,2
467,"Campbell, Mr. William",1,29.69911764705882,0,2,239853,0.0,Campbell,1,2
468,"Smart, Mr. John Montgomery",1,56.0,0,1,113792,26.55,Smart,1,2
469,"Scanlan, Mr. James",1,29.69911764705882,0,3,36209,7.725,Scanlan,1,2
470,"Baclini, Miss. Helene Barbara",0,0.75,1,3,2666,19.2583,Baclini,3,1
471,"Keefe, Mr. Arthur",1,29.69911764705882,0,3,323592,7.25,Keefe,1,2
472,"Cacic, Mr. Luka",1,38.0,0,3,315089,8.6625,Cacic,2,2
473,"West, Mrs. Edwy Arthur (Ada Mary Worth)",0,33.0,1,2,C.A. 34651,27.75,West,3,3
474,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",0,23.0,1,2,SC/AH Basle 541,13.7917,Jerwan,1,3
475,"Strandberg, Miss. Ida Sofia",0,22.0,0,3,7553,9.8375,Strandberg,1,1
476,"Clifford, Mr. George Quincy",1,29.69911764705882,0,1,110465,52.0,Clifford,1,2
477,"Renouf, Mr. Peter Henry",1,34.0,0,2,31027,21.0,Renouf,2,2
478,"Braund, Mr. Lewis Richard",1,29.0,0,3,3460,7.0458,Braund,2,2
479,"Karlsson, Mr. Nils August",1,22.0,0,3,350060,7.5208,Karlsson,1,2
480,"Hirvonen, Miss. Hildur E",0,2.0,1,3,3101298,12.2875,Hirvonen,1,1
481,"Goodwin, Master. Harold Victor",1,9.0,0,3,CA 2144,46.9,Goodwin,3,0
482,"Frost, Mr. Anthony Wood ""Archie""",1,29.69911764705882,0,2,239854,0.0,Frost,1,2
483,"Rouse, Mr. Richard Henry",1,50.0,0,3,A/5 3594,8.05,Rouse,1,2
484,"Turkula, Mrs. (Hedwig)",0,63.0,1,3,4134,9.5875,Turkula,1,3
485,"Bishop, Mr. Dickinson H",1,25.0,1,1,11967,91.0792,Bishop,2,2
486,"Lefebre, Miss. Jeannie",0,29.69911764705882,0,3,4133,25.4667,Lefebre,3,1
487,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",0,35.0,1,1,19943,90.0,Hoyt,3,3
488,"Kent, Mr. Edward Austin",1,58.0,0,1,11771,29.7,Kent,1,2
489,"Somerton, Mr. Francis William",1,30.0,0,3,A.5. 18509,8.05,Somerton,1,2
490,"Coutts, Master. Eden Leslie ""Neville""",1,9.0,1,3,C.A. 37671,15.9,Coutts,2,0
491,"Hagland, Mr. Konrad Mathias Reiersen",1,29.69911764705882,0,3,65304,19.9667,Hagland,2,2
492,"Windelov, Mr. Einar",1,21.0,0,3,SOTON/OQ 3101317,7.25,Windelov,1,2
493,"Molson, Mr. Harry Markland",1,55.0,0,1,113787,30.5,Molson,1,2
494,"Artagaveytia, Mr. Ramon",1,71.0,0,1,PC 17609,49.5042,Artagaveytia,1,2
495,"Stanley, Mr. Edward Roland",1,21.0,0,3,A/4 45380,8.05,Stanley,2,2
496,"Yousseff, Mr. Gerious",1,29.69911764705882,0,3,2627,14.4583,Yousseff,1,2
497,"Eustis, Miss. Elizabeth Mussey",0,54.0,1,1,36947,78.2667,Eustis,1,1
498,"Shellard, Mr. Frederick William",1,29.69911764705882,0,3,C.A. 6212,15.1,Shellard,1,2
499,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",0,25.0,0,1,113781,151.55,Allison,3,3
500,"Svensson, Mr. Olof",1,24.0,0,3,350035,7.7958,Svensson,2,2
501,"Calic, Mr. Petar",1,17.0,0,3,315086,8.6625,Calic,2,2
502,"Canavan, Miss. Mary",0,21.0,0,3,364846,7.75,Canavan,1,1
503,"O'Sullivan, Miss. Bridget Mary",0,29.69911764705882,0,3,330909,7.6292,O'Sullivan,1,1
504,"Laitinen, Miss. Kristina Sofia",0,37.0,0,3,4135,9.5875,Laitinen,1,1
505,"Maioni, Miss. Roberta",0,16.0,1,1,110152,86.5,Maioni,1,1
506,"Penasco y Castellana, Mr. Victor de Satode",1,18.0,0,1,PC 17758,108.9,Penasco y Castellana,2,2
507,"Quick, Mrs. Frederick Charles (Jane Richards)",0,33.0,1,2,26360,26.0,Quick,2,3
508,"Bradley, Mr. George (""George Arthur Brayton"")",1,29.69911764705882,1,1,111427,26.55,Bradley,1,2
509,"Olsen, Mr. Henry Margido",1,28.0,0,3,C 4001,22.525,Olsen,3,2
510,"Lang, Mr. Fang",1,26.0,1,3,1601,56.4958,Lang,1,2
511,"Daly, Mr. Eugene Patrick",1,29.0,1,3,382651,7.75,Daly,2,2
512,"Webber, Mr. James",1,29.69911764705882,0,3,SOTON/OQ 3101316,8.05,Webber,2,2
513,"McGough, Mr. James Robert",1,36.0,1,1,PC 17473,26.2875,McGough,1,2
514,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",0,54.0,1,1,PC 17603,59.4,Rothschild,1,3
515,"Coleff, Mr. Satio",1,24.0,0,3,349209,7.4958,Coleff,2,2
516,"Walker, Mr. William Anderson",1,47.0,0,1,36967,34.0208,Walker,1,2
517,"Lemore, Mrs. (Amelia Milley)",0,34.0,1,2,C.A. 34260,10.5,Lemore,1,3
518,"Ryan, Mr. Patrick",1,29.69911764705882,0,3,371110,24.15,Ryan,1,2
519,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",0,36.0,1,2,226875,26.0,Angle,1,3
520,"Pavlovic, Mr. Stefo",1,32.0,0,3,349242,7.8958,Pavlovic,1,2
521,"Perreault, Miss. Anne",0,30.0,1,1,12749,93.5,Perreault,1,1
522,"Vovk, Mr. Janko",1,22.0,0,3,349252,7.8958,Vovk,1,2
523,"Lahoud, Mr. Sarkis",1,29.69911764705882,0,3,2624,7.225,Lahoud,1,2
524,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",0,44.0,1,1,111361,57.9792,Hippach,2,3
525,"Kassem, Mr. Fared",1,29.69911764705882,0,3,2700,7.2292,Kassem,1,2
526,"Farrell, Mr. James",1,40.5,0,3,367232,7.75,Farrell,1,2
527,"Ridsdale, Miss. Lucy",0,50.0,1,2,W./C. 14258,10.5,Ridsdale,1,1
528,"Farthing, Mr. John",1,29.69911764705882,0,1,PC 17483,221.7792,Farthing,1,2
529,"Salonen, Mr. Johan Werner",1,39.0,0,3,3101296,7.925,Salonen,1,2
530,"Hocking, Mr. Richard George",1,23.0,0,2,29104,11.5,Hocking,2,2
531,"Quick, Miss. Phyllis May",0,2.0,1,2,26360,26.0,Quick,2,1
532,"Toufik, Mr. Nakli",1,29.69911764705882,0,3,2641,7.2292,Toufik,1,2
533,"Elias, Mr. Joseph Jr",1,17.0,0,3,2690,7.2292,Elias,3,2
534,"Peter, Mrs. Catherine (Catherine Rizk)",0,29.69911764705882,1,3,2668,22.3583,Peter,2,3
535,"Cacic, Miss. Marija",0,30.0,0,3,315084,8.6625,Cacic,2,1
536,"Hart, Miss. Eva Miriam",0,7.0,1,2,F.C.C. 13529,26.25,Hart,3,1
537,"Butt, Major. Archibald Willingham",1,45.0,0,1,113050,26.55,Butt,1,4
538,"LeRoy, Miss. Bertha",0,30.0,1,1,PC 17761,106.425,LeRoy,1,1
539,"Risien, Mr. Samuel Beard",1,29.69911764705882,0,3,364498,14.5,Risien,1,2
540,"Frolicher, Miss. Hedwig Margaritha",0,22.0,1,1,13568,49.5,Frolicher,1,1
541,"Crosby, Miss. Harriet R",0,36.0,1,1,WE/P 5735,71.0,Crosby,2,1
542,"Andersson, Miss. Ingeborg Constanzia",0,9.0,0,3,347082,31.275,Andersson,3,1
543,"Andersson, Miss. Sigrid Elisabeth",0,11.0,0,3,347082,31.275,Andersson,3,1
544,"Beane, Mr. Edward",1,32.0,1,2,2908,26.0,Beane,2,2
545,"Douglas, Mr. Walter Donald",1,50.0,0,1,PC 17761,106.425,Douglas,1,2
546,"Nicholson, Mr. Arthur Ernest",1,64.0,0,1,693,26.0,Nicholson,1,2
547,"Beane, Mrs. Edward (Ethel Clarke)",0,19.0,1,2,2908,26.0,Beane,2,3
548,"Padro y Manent, Mr. Julian",1,29.69911764705882,1,2,SC/PARIS 2146,13.8625,Padro y Manent,1,2
549,"Goldsmith, Mr. Frank John",1,33.0,0,3,363291,20.525,Goldsmith,3,2
550,"Davies, Master. John Morgan Jr",1,8.0,1,2,C.A. 33112,36.75,Davies,3,0
551,"Thayer, Mr. John Borland Jr",1,17.0,1,1,17421,110.8833,Thayer,3,2
552,"Sharp, Mr. Percival James R",1,27.0,0,2,244358,26.0,Sharp,1,2
553,"O'Brien, Mr. Timothy",1,29.69911764705882,0,3,330979,7.8292,O'Brien,3,2
554,"Leeni, Mr. Fahim (""Philip Zenni"")",1,22.0,1,3,2620,7.225,Leeni,1,2
555,"Ohman, Miss. Velin",0,22.0,1,3,347085,7.775,Ohman,1,1
556,"Wright, Mr. George",1,62.0,0,1,113807,26.55,Wright,1,2
557,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",0,48.0,1,1,11755,39.6,Duff Gordon,2,4
558,"Robbins, Mr. Victor",1,29.69911764705882,0,1,PC 17757,227.525,Robbins,1,2
559,"Taussig, Mrs. Emil (Tillie Mandelbaum)",0,39.0,1,1,110413,79.65,Taussig,3,3
560,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",0,36.0,1,3,345572,17.4,de Messemaeker,1,3
561,"Morrow, Mr. Thomas Rowan",1,29.69911764705882,0,3,372622,7.75,Morrow,1,2
